mfcc,labels
"[-299.62308    157.25868    -37.329967    15.76609     -5.7509174
   -4.4520483   -6.8125167  -10.72881     -9.877373    -8.156403
   -5.426561    -7.837365    -2.7309942]",classical
"[-85.30834   118.44306   -31.477152   20.282328   -4.4176335   6.9121923
 -10.952412   -1.6223388  -7.3614726  -3.0186846  -4.444012   -1.417289
  -4.2533975]",classical
"[-378.6962     126.49836    -18.83014     42.88959    -14.325575
   25.359526   -14.636545    18.717953   -10.184204    21.119013
    4.4280825   18.228247   -10.292283 ]",classical
"[-483.96786    144.165        1.3792458    8.070789     4.9335585
   -2.316337    -2.740416    -6.8436475  -10.15446     -8.070668
   -7.157022   -10.55595     -7.773563 ]",classical
"[-186.65797      86.64906     -15.726744     14.733744     -2.2077506
    6.2551727    -0.89246273    0.6554031    -6.0940466    -5.2228494
   -7.8795443    -1.725549     -4.7003126 ]",classical
"[-292.093       127.76223     -29.910954     37.434177     -9.569949
    5.109292    -13.825463      7.040886     -7.0332546     6.498645
   -9.904662      4.711042      0.36506924]",classical
"[-278.16513     147.88019     -31.550192     20.351751     -9.574066
   -6.230634    -13.595258     -0.6612343    -7.273572      1.0149179
  -11.761826     -0.96557975   -2.2157323 ]",classical
"[-3.0544928e+02  1.3593269e+02 -1.1758563e+01  1.8213852e+01
  1.0375582e+01  3.0047126e+00 -5.5933824e+00  1.4134429e-01
 -1.3541280e+00 -1.8684577e+00 -3.2081378e+00 -6.7502136e+00
 -2.6937735e+00]",classical
"[-552.1586     173.31636     26.347733    14.1246195    7.2601404
   -7.080264    -5.8543334  -10.337285   -11.018615    -9.1995945
   -8.825932    -4.9307857   -3.6539578]",classical
"[-259.95258    118.92713    -35.608337    31.969566   -16.524866
   10.618956   -15.653264     7.425692    -5.8241606    8.26638
  -17.991137    -1.1879282   -6.356529 ]",classical
"[-268.21857    135.68166    -34.056377    25.616007   -12.971723
   17.903263    -9.99086      5.634088   -14.143673     7.4931846
   -3.9764395    8.258307    -1.3336011]",classical
"[-482.57535    154.85045     -5.0330453   29.729904    -1.865561
    8.21654     -4.778444     9.632519    -3.3466733    4.530603
  -10.102243    -0.6701806   -2.4489703]",classical
"[-108.06734    127.27673    -44.952744    31.253359     4.3463645
   -4.9418173  -15.889656    14.6361885   -7.799102    -1.2097646
    2.820962    17.278034    -4.0977507]",classical
"[-2.6971078e+02  1.3643422e+02 -2.5016579e+01  2.6403866e+01
  6.8106735e-01 -5.3720841e+00 -1.1092931e+00 -1.4986670e+00
 -1.7736816e-01 -3.8057554e+00 -9.2966681e+00 -3.1443982e+00
  1.6502775e+00]",classical
"[-264.33557    138.1797     -30.096487    37.83662     -7.1731243
    6.7740793  -11.809729     4.70563     -9.825993     5.859127
   -9.563163     2.6768575   -4.788711 ]",classical
"[-2.3874171e+02  1.4972977e+02 -2.8855423e+01  2.8256531e+01
 -8.0010945e-01 -3.9364913e+00 -2.1363714e+00 -4.3255339e+00
 -4.1836200e+00 -3.4381249e+00 -5.7532845e+00 -9.0102620e-02
  2.5456483e+00]",classical
"[-4.4955130e+02  1.5149677e+02 -1.2753423e+01  4.4259808e+01
  6.2501950e+00  4.0544991e+00 -1.4762170e+00 -1.6236228e+00
 -2.4865205e+00 -4.2856755e+00 -9.6632986e+00 -1.3531811e+00
  1.3567714e-01]",classical
"[-326.38028     85.908844   -42.970146    31.839684   -19.570826
    9.9973955  -16.449766     9.995579    -8.598667    25.513878
    6.546204    16.401815     3.4843886]",classical
"[-326.89743    127.400604   -30.596176    37.471397    -5.2961755
   20.813564    -1.7786853   -4.6154566   -4.040199     5.2422748
   -0.6424488    2.7945673    7.2292066]",classical
"[-421.5947      172.78944      28.069185     -2.5672548    -3.5711486
   -4.8697963    -8.89614     -10.693691     -7.677652     -7.9523697
   -7.321746     -2.7029622    -0.91081476]",classical
"[-449.5024     124.97929    -19.903538    27.45521     -5.7697797
    2.218913    -6.560758    10.581615     3.3420105   14.380342
    1.979647     5.249033     4.427051 ]",classical
"[-160.66153    164.26509    -48.74267      1.6567885   -7.6118655
   -2.6635225  -11.042241    -7.000248    -8.0976515    1.2511177
   -5.369692    -4.139391    -5.4268584]",classical
"[-3.2113919e+02  1.3457178e+02 -1.8240040e+01  2.2185543e+01
  4.2837244e-01 -3.8020205e+00  4.8775449e-01 -1.1469616e+00
 -1.9024941e+00 -1.0495498e-01 -2.7560537e+00  5.8383274e-01
  2.4930167e+00]",classical
"[-295.8206     134.53781    -22.434929    40.75837     -5.8729753
    9.266152   -11.873936     6.2878866   -8.864132     4.4022937
   -9.374512     4.060037     1.6421571]",classical
"[-477.94348    155.32089     12.7602215    5.5314426    2.3841317
  -10.652273   -16.651352   -12.546622   -11.187112    -9.374714
   -3.2156122   -2.7692902   -6.477842 ]",classical
"[-228.95596     153.91904     -30.704666     20.802929     -6.099663
    1.1756067   -10.78928      -3.8661342   -11.594046      0.86720824
   -8.299901     -0.71556646   -3.077816  ]",classical
"[-319.72226    166.00253    -11.9387      27.27777      7.8312716
    1.7412491   -7.853774    -2.4011252   -2.9048698   -2.5207543
  -11.3745775   -4.616379    -4.492808 ]",classical
"[-368.52054    124.2544     -31.574648    17.583704     2.324991
   -5.9451756  -11.797775    -5.5220284   -5.3968735   -1.3089094
   -8.424349    -3.616905     2.209631 ]",classical
"[-275.4436     125.335144   -41.033215    24.59948     -4.7629037
   -4.2574043  -15.00206     -5.0420785   -4.9981613    2.4723501
  -10.893561    -8.01609     -5.168352 ]",classical
"[-121.83351    149.66736    -42.832016    24.485321    -5.4060426
   10.664615    -2.818438     0.7835228   -6.3980646    4.4740596
   -1.2259257    1.2524996   -1.1988703]",classical
"[-409.5085      116.79858     -16.184534     11.701641      0.68973315
    6.0123076    -4.265308      0.49973598    0.43108037   12.586633
   -1.1213993    -1.1413046     4.9480686 ]",classical
"[-319.2353      143.68849     -31.174318     10.929483     -5.559396
   -4.2579875    -8.956227     -5.580584     -8.02272       2.3428674
   -4.480285     -0.32078654    0.96291196]",classical
"[-4.7580850e+02  1.4150447e+02 -8.4659481e+00  3.4003716e+01
  5.1044405e-01  6.0372620e+00  3.8525315e-03  9.5442648e+00
  2.1649945e+00  7.1024370e+00 -8.0525618e+00 -1.1562485e-01
  7.6367980e-01]",classical
"[-311.5614      148.68465     -33.492855     10.352457    -12.897486
    1.2300147   -12.900196      0.80692005   -9.733505      2.0582037
   -5.113307      6.7274017     4.6117973 ]",classical
"[-124.04526     148.59566     -21.581469     17.421335     -1.4155146
    4.123947     -7.0207763    -5.144728     -5.8456483     5.0245104
   -6.226354     -1.9116533    -0.90014344]",classical
"[-275.9678     146.32536    -36.601395    24.209837    -2.5517094
   -2.155176   -13.30885     -6.500922    -9.406593    -3.1215193
  -11.546325    -4.1899295   -1.6999396]",classical
"[-171.08478    156.89876    -21.833307     5.3263197   -4.0699153
   -3.7315674   -8.900291    -4.9369226   -7.900487    -5.3933387
   -9.340079    -6.6050344   -7.7875705]",classical
"[-3.2124756e+02  1.3629433e+02 -2.8282764e+01  3.1008644e+01
  5.7425821e-01  2.3691233e-01  6.5861380e-01 -1.3397087e+00
 -5.8611739e-02 -4.2391261e-01 -6.1761971e+00 -1.4452073e-01
 -4.5497721e-01]",classical
"[-2.8070581e+02  1.2270871e+02 -1.4398484e+01  2.6855293e+01
  1.3424960e+00  5.9945970e+00 -1.3109008e+01  3.3745084e+00
 -1.1562682e+01  5.1796885e+00 -1.0512307e+00  2.7557735e+00
  5.7794392e-02]",classical
"[-81.11545   129.04564   -42.44421    33.13707     5.6854467  -6.503762
  -2.2667925   7.401878  -18.70608     2.4765916   3.7434185   1.8843731
 -10.075478 ]",classical
"[-3.8535327e+02  1.7720355e+02 -9.3368502e+00  2.4379120e+01
  5.7992840e+00 -4.5660625e+00 -6.3592172e+00 -6.9494739e+00
 -4.1225286e+00  3.8736925e+00 -3.3930969e-01 -9.3730861e-01
 -3.6557696e+00]",classical
"[-289.74127    143.90283    -27.002756    24.065563    -1.1469276
   -6.3004317   -2.745879    -3.524174    -3.0163455   -3.1469986
   -7.264607    -1.6910166    3.0758982]",classical
"[-429.1393      175.105        31.898457      4.288325      1.0443158
   -5.7782187    -9.484333    -11.283601    -10.578688     -8.663467
   -6.3293447    -1.6777816     0.82280564]",classical
"[-235.30266    141.11952    -34.68189     30.97919    -16.402012
   23.11808    -11.041572     7.6543603  -19.016834     4.2267823
  -11.8357525    8.917746    -1.4451485]",classical
"[-4.9864725e+02  1.4566858e+02  4.6470146e+01  1.5258628e+01
  3.0686219e+00 -8.3228415e-01 -5.2227077e+00 -6.2106781e+00
 -3.8113830e+00  8.9116052e-02  2.7176886e+00  2.2169223e+00
  2.4056238e-01]",classical
"[-465.89728    180.18097     56.64645     11.035487     5.84732
    0.73516     -3.9715195   -5.886589    -8.459514    -9.785687
   -7.6918125   -3.2519479   -1.8584505]",classical
"[-3.0193210e+02  5.7551674e+01 -5.9138557e+01  3.3537849e+01
 -2.0924202e+01  1.7733927e+01 -6.3999659e-01  4.9018700e+01
  1.9130726e+01  2.7112230e+01 -1.7640003e+01 -2.8261420e-01
 -3.7509396e+00]",classical
"[-437.6044     170.93153      7.4195805   -3.0834732    0.789382
  -11.128749   -12.522781    -6.907836    -5.858702    -8.461237
   -8.481487    -8.339389    -7.378574 ]",classical
"[-297.12802    130.24132    -30.590057    27.473576    -7.0638957
    1.9754046  -11.136684     4.744581    -8.7696905    5.404951
   -5.3879385    4.456288     1.7435383]",classical
"[-549.5697     156.96532      6.631246    34.402447    13.249272
    5.748277     5.040782    -3.0072958    2.0624194    3.0736663
    2.01758      3.2438076    5.667017 ]",classical
"[-367.0708      112.819145    -18.745602     10.175582     -1.6043581
    3.799532      0.92568105    5.0639052    -5.370904     -9.514625
   -8.494094     -1.7862537     1.28704   ]",classical
"[-3.7400146e+02  1.7243169e+02  6.4013906e+00  2.0147358e+01
  5.8632383e+00  1.5984083e+00 -6.7120857e+00 -1.1907266e+00
 -2.8920582e-01  3.3138114e-01 -6.5567055e+00 -7.3027678e+00
 -7.3340530e+00]",classical
"[-3.0685605e+02  1.5284921e+02 -2.7586615e+01  1.6327555e+01
 -3.1488068e+00 -8.9405909e+00 -5.4374771e+00 -9.7724180e+00
 -7.1042967e+00  2.9831228e-01  8.9340919e-01  5.4443207e+00
  8.2120056e+00]",classical
"[-358.75812    129.07834    -30.378685    19.878695   -10.365979
   -0.649601   -10.599927     1.5427625   -3.966615     1.871792
   -8.833107    -7.169191    -8.21205  ]",classical
"[-299.6929     103.63919    -27.674166    51.015617    12.293651
   16.498365   -10.951071    -0.887635     3.8555367   12.946044
  -12.41085      2.478124     5.1832843]",classical
"[-3.0090747e+02  1.6112790e+02 -2.4245857e+01  2.7956917e+01
 -2.8630512e+00  2.3890126e+00 -1.1268324e+01  2.2309761e-01
 -6.8389344e+00  6.0936518e+00 -8.1398029e+00 -1.8150443e+00
 -4.1209822e+00]",classical
"[-3.6626041e+02  1.8160039e+02 -5.5142102e+00  2.6999447e+01
 -4.8282466e+00  4.6016788e+00 -1.0550475e+01  1.5556976e-01
 -1.1136406e+01  3.5766070e+00 -1.0338357e+01 -1.0807841e+00
 -4.5974255e+00]",classical
"[-338.83044     190.14246     -16.293915      3.7036424    -0.44072857
   -8.890434    -10.388581    -16.36097     -13.284851    -10.792324
   -8.643244     -8.279585     -4.624201  ]",classical
"[-166.42174    122.12508    -32.114124    16.680294    -5.4001336
   -2.4928677   -9.827045    -4.8984995   -6.967043    -4.5714536
   -6.654089    -5.4923553   -5.371946 ]",classical
"[-4.0220825e+02  1.5397675e+02 -1.5228629e+01  1.5294281e+01
 -3.0716236e+00 -3.1837268e+00 -9.7599707e+00 -1.7305773e+01
 -1.2305010e+01 -7.9180746e+00 -7.0993948e+00 -2.9572114e-01
  1.5226654e+00]",classical
"[-422.54468     89.863014   -18.73295     37.771908     6.0063467
    4.1578536   -1.9991796   12.114277     4.1649365   13.789986
    2.8316238    5.8929048    6.113412 ]",classical
"[-356.10693    139.79785     -6.2831244   43.18759     -8.871487
   11.056036    -8.395702     4.4202566   -8.28007      8.684677
   -8.132967     3.4333065   -1.4450532]",classical
"[-283.51343    159.5616     -29.515244    18.527405    -9.859647
   -3.4256573  -10.989011    -9.791544    -8.29952     -4.2436934
   -2.8717248   -5.970813    -4.0241084]",classical
"[-221.30133    173.31781    -37.445778    24.355968    -8.682666
    3.3846245  -12.844792     1.0788687  -15.323445     0.4238258
   -9.6230135    2.288309    -4.490512 ]",classical
"[-286.7648     135.92358    -24.435642    36.658123    -6.240166
    6.963425    -8.172439     3.8363292   -4.407772     6.43176
   -4.1324863    1.5559707   -4.3460455]",classical
"[-98.35358    98.3555    -20.49053    18.820034   -2.095781    2.6650372
  -7.3115172  -3.5901136  -7.989525   -1.9183744  -4.731997    0.623776
  -2.5930846]",classical
"[-3.4314352e+02  1.4010466e+02 -2.0919519e+01  3.2316124e+01
 -3.6832788e+00  2.9408591e+00 -1.0663066e+01  3.1063059e-01
 -5.7959609e+00  7.6833081e+00 -3.6783319e+00  2.5477433e+00
 -3.4992898e+00]",classical
"[-189.154       93.94435      7.849922    41.894196    -7.1112595
   31.876928   -12.5919695   24.209433    -6.070887    24.529634
   -6.031069    16.755129    -2.0233445]",disco
"[-65.7685      52.818348    16.573313    12.561863     5.6153107
   8.380825    -0.62042093  -0.61569387  -4.0818486    0.68219966
  -7.784732    -1.8936242   -7.254853  ]",disco
"[-32.569878    65.03629    -26.761168    30.300564     5.697337
  11.660783    -2.227687    10.421782    -2.373412     5.365474
  -3.8786147   -0.86318016  -0.2106435 ]",disco
"[-122.0258     116.833405    28.316168    24.712553    10.907239
   -1.8973352   -1.3955237   -0.9501111   -3.5476987   -2.6201527
   -1.1254318   -4.189509    -2.5425725]",disco
"[-32.176426    60.0426       3.3742273   18.975922     4.3331447
   0.68896496  -2.0220761    1.3296518   -4.6426954    3.790977
  -6.739723    -4.8872533   -2.336693  ]",disco
"[-77.267006  89.39314  -34.23403   38.691704 -22.262562  31.242887
 -16.381735  22.33546  -16.01921   19.276945 -13.239378  16.7234
 -10.390649]",disco
"[-57.81615    86.559784  -11.807115   38.770008    2.3708022   8.826809
  -1.2821877   9.910632   -1.6604491   9.840833    3.008505    7.504814
   1.7077204]",disco
"[-93.356636  77.85465   -8.789851  42.06367  -11.246891  24.241188
 -17.913877  22.249002 -16.031782  16.69252  -15.664026  15.410893
 -18.117002]",disco
"[-58.975624    68.86752     -8.4672365    3.615686     5.068393
   3.2651877   13.515075    -1.3705544    1.667458     3.7045982
  -3.7095897   -0.32859465  -2.8358054 ]",disco
"[-35.856197    83.80528     -2.9019706   32.213963     9.144426
   4.18242      0.13708664  11.094397    -2.8947356    7.995451
   0.6289427    3.6732092    3.7831783 ]",disco
"[-83.55509     64.49134      5.6444173    2.70193      0.78633994
   6.165176     1.884115     1.9749734   -1.8108131    1.8658113
   2.4624798   -0.22272582   2.9572232 ]",disco
"[-51.765152   55.671795   11.406058    7.478551   12.002954    6.2611246
   4.352581    4.310239   -5.940638    0.5639912   3.5921662  -2.392464
  -5.827445 ]",disco
"[-116.88239     98.47117    -18.994415    44.840286     3.8026059
   28.490915    -1.1055838   14.694503    -7.7551017    9.754843
  -10.107707     6.374911    -3.9110441]",disco
"[-197.21649     83.34771    -38.580997    43.675888    -7.302443
   25.634619    -8.659459    13.366769   -12.161141    12.144546
  -12.045274    10.619484    -2.3993304]",disco
"[-103.10111    107.495964   -33.53895     52.786156    -9.130404
   30.337116    -9.325207    23.037296   -11.889161    18.169134
   -7.546332     9.40074     -5.4251604]",disco
"[-226.30965     78.28395      7.82392     53.823563    -1.1362898
   11.305401    -7.822295    24.358282   -14.937524    18.476454
  -19.13242      6.134009   -10.059035 ]",disco
"[-133.85442    93.47158   -24.21527    61.422466  -22.842373   30.967571
  -14.948222   20.224098   -9.285205   15.77714    -8.730885   11.959779
   -5.31978 ]",disco
"[-128.43967    67.262436  -36.92178    40.891     -21.749369   23.135218
  -13.251678   13.081553  -14.004083   17.78703   -15.169231   16.377792
  -10.453286]",disco
"[-7.1296188e+01  9.7730141e+01 -1.8382889e+01  8.5838804e+00
  5.1919880e+00 -9.4404268e-01  4.5824620e-01  1.6218204e+00
 -4.7838340e+00  6.1743032e-02 -5.5390292e-01 -4.4585652e+00
 -5.3193312e+00]",disco
"[-40.752613    63.94863      4.9002733   16.338194    12.109656
   9.335104     4.537441     5.185624    -0.59027493  -0.08554634
   2.9474702   -1.4827536   -1.7634144 ]",disco
"[-29.0431      51.860497    -7.5676084   21.507437     8.141378
  18.118086     6.8945746    6.569047     0.71136457  11.159763
  -1.816327     1.63559     -2.5911899 ]",disco
"[-63.611023  94.46296  -13.432528  32.754234 -13.734656  26.77005
 -19.403433  24.649286 -11.669471  13.728638  -9.449255   8.831939
  -4.98481 ]",disco
"[-219.4053      94.67405     12.12384     48.86188     -7.2065644
   16.64001    -15.078675    21.71575    -19.993557    13.237187
  -15.69585      5.0565505  -15.275194 ]",disco
"[-100.28072   109.986755  -26.644407   36.837772  -10.409534   28.786537
  -14.84601    21.287558  -19.685312   18.507954  -16.396866    9.154231
  -13.790873]",disco
"[-91.98377    87.6401     -2.0667956  34.27815   -18.12457    19.34566
 -14.665754   17.112078  -15.336202   17.028183  -13.534051   11.835089
  -9.81468  ]",disco
"[-23.927662    61.220757    -0.9586991   25.331015     0.39423475
   6.0302544    2.4890816    6.189192    -0.32926688   9.696876
  -5.5078354    1.0618182   -2.4369648 ]",disco
"[-143.2467    122.61794   -23.91729    28.138706  -23.6903     23.092947
  -17.904812   18.74588   -18.637712   18.351133  -13.917981    9.725552
  -12.233235]",disco
"[-106.294304   105.61095     -5.504287    50.051487     1.250189
   36.981842    -9.61505     23.992409    -8.664799    14.95968
   -2.5357456    9.751112    -0.925196 ]",disco
"[-105.02221     80.18619    -41.07682     54.00217     -8.363626
   25.715185   -12.457802    28.7062     -15.013625    15.607914
   -7.6197186   12.42702     -7.360461 ]",disco
"[-6.8054008e+01  6.6353928e+01  1.1858419e+01  2.1977440e+01
  9.7577553e+00  6.6893187e+00  1.5989807e+00  3.8087969e+00
  9.5074666e-01  4.7707677e+00 -4.2104149e+00 -6.3488543e-02
 -1.2341598e+00]",disco
"[-95.91633   103.349396  -36.49247    27.0972    -22.864882    9.97551
 -24.651752   15.6494255 -20.1475     18.732792  -18.555283    9.852911
 -15.085712 ]",disco
"[-115.077194     70.42093      31.231396     11.171844     13.070835
    3.8785784     1.8067201     4.9745398    -1.0353943     3.9286358
   -1.2870669    -0.68899405   -1.0698988 ]",disco
"[-182.81174    124.19492    -10.053613    41.57794     -7.377843
   26.939072   -12.35473     19.813566   -16.044252    16.194204
  -10.250695     3.1294541   -8.979432 ]",disco
"[-95.04604    109.33905    -30.173485    16.371214    20.04151
  11.963911     3.490323     6.1774545    5.204813     8.618461
   0.3315828    0.38170958   0.5376681 ]",disco
"[-107.9877      81.93319    -30.605755    41.328526    -8.496704
   31.341997    -8.859784    26.03168     -8.266655    17.888088
   -4.6463256    7.4250402   -4.3540487]",disco
"[-107.419014     91.06335      -8.360448     34.299164     -1.9180146
    3.7762597    10.525865      5.568093      6.945284      4.772103
    0.68487173   -3.846765     -2.577472  ]",disco
"[-68.92688    63.117622  -15.855327   28.002327    8.173503    7.323385
  -4.9316792   9.490028   -0.974049   -1.5963366  -6.184394   -3.9365966
  -1.1669568]",disco
"[-167.48877   112.50459    -4.578629   37.091393   -8.612248   27.814657
  -14.70463    18.51487   -16.473206   13.755432  -13.324283   10.204631
  -11.572749]",disco
"[-91.60158   99.44184   -8.968848  40.157185 -18.011236  22.539673
 -21.947449  15.766949 -25.639265  17.65735  -13.664313  15.622417
 -15.459026]",disco
"[-40.81154   86.80334  -26.940329  34.944283 -20.04464   21.66503
 -23.949266  19.2741   -17.52948   18.051182 -16.0186    12.443822
 -13.879082]",disco
"[-108.56484     69.97128     14.885138    45.513443    -5.3743443
   41.795094   -13.517867    32.5666     -20.381012    23.436947
  -12.128746    18.002754    -9.027057 ]",disco
"[-45.15996   98.66788  -24.665955  40.495197 -18.095556  26.117126
 -12.685222  13.979276 -15.417927  16.17709  -14.375686   8.136641
 -11.938592]",disco
"[-86.06048    87.53962   -20.164946   53.994804   -1.049911   19.554422
  -4.0692763  21.03328   -19.54656    12.379771  -22.007032    9.582276
 -15.912197 ]",disco
"[ -6.765201    61.12942    -16.672161    27.438726     7.734437
  16.013573     4.646263    11.445981     0.34369335   9.835787
   3.1894264    5.031802    -1.8564006 ]",disco
"[-51.742363   70.33154    -3.8982093  49.74502     1.5872374  35.711365
  -4.094437   24.790552   -9.714731   22.04633    -6.11539    17.181833
  -2.779346 ]",disco
"[-62.335667   92.05891   -19.73222    17.626944   -3.195096    5.4077826
  -4.0143547   8.878788   -2.5088317   3.154782   -0.5376992  -1.5001123
   1.2933992]",disco
"[-116.93205     75.749084    -4.221549    37.290447    -5.3265276
   31.37679    -12.156291    22.918867   -11.431438    14.620313
  -13.048337    13.39182    -13.217568 ]",disco
"[-95.26958   82.22649  -26.235989  37.510376 -16.362791  25.28815
 -21.807663  21.805656 -20.065622  16.303896 -16.122408  14.430956
 -11.909069]",disco
"[-24.816133   73.69842   -11.7444935  28.304634    6.291743    2.1907132
   8.419229   12.195894   -4.0575852  13.498219    1.8683927  -0.925946
   0.5338902]",disco
"[-109.0909     106.83238    -18.271952    23.419096   -17.746166
   19.014435   -13.604414    18.686167   -18.363712    18.390692
   -9.709161    11.85656     -5.5525517]",disco
"[-91.738495  86.314156 -17.3545    43.086975 -18.393625  34.048004
 -18.388494  26.830929 -13.561455  20.20347  -14.606948  12.665814
 -12.592617]",disco
"[-166.88416    67.67795    11.208783   37.44182   -10.936877   27.39581
  -18.942213   27.296139  -15.84909    20.541365   -8.619039   14.184042
   -6.046257]",disco
"[-46.762787  103.70078    22.12663     9.223701    2.2584798  -4.7948833
   4.7989955   0.9515379  -9.411774   -1.0667287  -0.8673272  -5.2795987
  -1.7630391]",disco
"[-73.086945    71.74661     12.055069     1.4190235    4.5368185
  10.854836     3.867709     0.938452    -5.977385     9.039347
  -2.3677554    3.5528102   -0.14295748]",disco
"[-159.87213     81.97704    -16.80941     52.474285    -4.4832144
   22.819843    -8.224292    23.363256    -5.5141973   17.695278
  -15.364145    10.800621   -13.514515 ]",disco
"[-130.04454    102.52376     -4.4473796   50.050278   -15.527548
   32.12771    -18.167599    24.282225   -11.898269    13.758483
  -12.887311     7.271593    -9.363437 ]",disco
"[-56.88446    97.001236  -17.859026   44.92799    -6.9238253  23.798044
 -23.31005    25.989113  -10.4754715  10.442651  -15.224969   10.025231
  -9.1656065]",disco
"[-53.1693     57.173717   21.160826   11.3052635  18.118341    1.6628118
   0.3451027   2.3239794  -5.1052694   2.747911    3.1522434  -5.5144777
  -3.1615028]",disco
"[-124.16993      90.155014    -11.328686     10.931417     -1.1485723
   -3.7591836    -0.85792863   -3.8354805    -3.7047462    -0.25987914
   -5.8160195    -3.4383402    -4.632643  ]",disco
"[-95.78374  122.07248  -29.341267  50.330864 -11.952024  28.39348
  -7.055488  11.860459  -8.614768  11.576043 -18.401043   6.876074
 -11.656873]",disco
"[-62.772682   77.844574    3.5485418  26.009861    5.935958   11.293566
  11.112388   -1.9588369   1.8317075   9.176684    4.0686727   0.9862056
   5.6128936]",disco
"[-125.691124    88.54062    -16.764917    42.78476     -9.905494
   29.16589    -19.357843    20.46263    -16.48972     15.01323
   -8.7628      12.773269    -7.7579846]",disco
"[-118.40577    114.235756    -6.7641068   37.393322   -17.423431
   28.37048    -23.71712      9.281445   -10.434624    12.624009
   -5.141177    12.252358    -3.8654873]",disco
"[-77.44353     52.192024    -9.003063    12.85945      8.564754
   2.8909402    8.930611     4.0074058   -7.3485837   -2.2597075
   0.95998895  -1.0451939   -3.765717  ]",disco
"[-104.13797    105.87117    -14.32759     36.710423   -10.330669
   16.791773    -6.818429     8.1312      -4.4643703    0.9813637
  -10.006949     0.375473    -1.7045553]",disco
"[-121.1838     116.97426    -22.78105     45.153744    -4.218045
   30.24878    -12.239501    21.706038   -16.536747    16.226421
  -10.650368     7.3293166   -9.34128  ]",disco
"[-14.574817   65.19933   -19.888517   31.502686   -4.814699   11.865561
   9.996404    5.9602337  -3.8007708   9.38057    -4.387615    3.3392262
  -4.4454346]",disco
"[-71.953896    46.87051     21.02663     29.955154     9.50348
   2.3987134    8.242609     2.5120273   -2.159383     0.44539672
  -0.22787966  -1.5480237   -3.60627   ]",disco
"[-66.57301    58.33059    -8.167375   15.471976    5.5654945   7.6850796
   4.063464   -3.5938897  -1.3324877   1.6080923  -5.4819927  -3.7419508
  -3.2483387]",disco
"[-109.57256   104.138245  -16.223967   45.349792  -10.189363   25.546944
  -17.15656    22.264034  -16.84386    16.527622  -12.082589    8.661935
   -8.848724]",disco
"[-23.554237   57.342735    6.998448   16.543451    5.511961   11.862946
   1.6884779   5.4613194   2.751831    7.33802     1.9618068   1.2653593
  -2.344999 ]",disco
"[-114.935326  113.476944  -29.819765   42.611168  -10.305927   26.97817
  -14.481592   21.235638  -17.643866   17.091944  -13.474372    8.586037
  -11.412158]",disco
"[-105.534485   79.2504    -15.200756   40.806816  -12.249134   23.534966
  -19.939602   27.305809  -16.492477   21.520199  -11.67163    13.985745
  -10.76467 ]",disco
"[-125.7326    101.78745   -17.478825   33.670853  -15.239169   23.698206
   -8.662551   18.543148  -14.054488   19.96738   -15.139362   12.968243
  -14.305062]",disco
"[-4.0076855e+01  5.6219803e+01  2.3692863e+01  3.1939529e+01
  2.4548011e+00  2.5702763e+00 -2.4864342e+00  3.1007559e+00
  1.8817089e+00  3.3470368e+00 -1.8148400e-03 -1.5163455e+00
 -2.4515190e+00]",disco
"[-103.8082     92.46262   -27.213505   39.22121   -23.041712   20.625483
  -17.76918    18.95148   -15.207714   16.388752  -14.656909   12.241646
  -14.979623]",disco
"[-111.09919     94.025856    12.438059    16.629438     8.1260395
   15.663839    -1.4103329    7.014441     0.9597831   -1.4994508
   -3.0789328   -5.0989857   -3.715649 ]",disco
"[-53.432594    56.165604    -6.337501    31.602524     4.648096
  16.339651     4.108209     1.8778181   -0.38534987   2.4980185
  -0.54528886   0.96003777   0.49098662]",disco
"[-20.4939      53.692123     5.9808583   10.135652    17.066591
   9.531477     4.6186805    6.3997      -0.33616534   1.7284749
   3.6760638   -0.7774312   -5.881969  ]",disco
"[-154.65105     97.93247    -10.3476305   39.127403   -11.209807
   24.103395   -11.851627    24.192099   -13.451448    20.55775
   -8.3087       5.8849826   -9.684563 ]",disco
"[-41.31514    62.78868     7.3239293  12.122528    6.358506    9.252998
   3.0642161  13.849786    0.1527455   8.056879   -2.6997385  -7.2205544
  -3.241377 ]",disco
"[-91.60158   99.44184   -8.968848  40.157185 -18.011236  22.539673
 -21.947449  15.766949 -25.639265  17.65735  -13.664313  15.622417
 -15.459026]",disco
"[-70.546455  90.50209  -48.061337  36.66895  -17.68213   21.58345
 -30.1917    24.033106 -20.452553  14.475555 -18.49691    9.121702
 -12.047788]",disco
"[-45.837555 101.74323  -32.09262   34.283173 -17.53784   32.31909
 -15.645128  22.037209 -16.113321  18.675735 -13.077868  16.480183
  -9.910721]",disco
"[-26.572124    52.05681      4.1798263   12.867351    16.744804
  10.1250925    4.4772744    6.3274975    1.1676531    0.65146893
   4.6326404    2.135598    -3.3680084 ]",disco
"[-5.7955585e+01  6.8428207e+01 -1.5226618e+01  2.3414101e+01
  1.4886023e+01  1.3217155e+01  2.1807866e+00  1.2793449e+01
  4.8980452e-02  1.2763607e+01  7.0237406e-03  3.3800199e+00
  8.4366637e-01]",disco
"[-280.8543     120.81254    -37.62976     28.712122   -10.775235
   -6.4053197  -13.794428    -4.07455    -14.849012     4.7964478
  -20.164259    -5.091476    -6.790002 ]",disco
